id,sentence1,sentence2,manual_similarity
2108,ஒரு பெண் மைதானத்தில் கையை தூக்கியபடி நிற்கின்றார்,ஒரு பெண் கையை உயர்த்திக் கொண்டு நிற்கின்றார்.,1
2109,ஒரு பெண் மைதானத்தில் கையை தூக்கியபடி நிற்கின்றார்,பெண் ஒருவர் கையை மேலே தூக்குகிறார்,0.6
2110,ஒரு பெண் மைதானத்தில் கையை தூக்கியபடி நிற்கின்றார்,பெண் ஒருவர் கையை மேலே தூக்குகிறார்,0.6
2111,ஒரு பெண் மைதானத்தில் கையை தூக்கியபடி நிற்கின்றார்,இந்த பெண் ஏதோ கருத்து சொல்ல முயல்கிறார்.,0.4
2112,ஒரு பெண் மைதானத்தில் கையை தூக்கியபடி நிற்கின்றார்,பெண் ஒருவர் கையை உயர்த்திய வண்ணம் உள்ளார்,1
2113,ஒரு பெண் மைதானத்தில் கையை தூக்கியபடி நிற்கின்றார்,ஒரு பெண் கை உயர்துகிறார்.,0.6
2114,பெண் ஒருவர் கையை உயர்த்துகின்றார்,பெண் ஒருவர் கையை மேலே உயர்த்தியவாறு நிற்கிறார்,0.6
2115,பெண் ஒருவர் கையை உயர்த்துகின்றார்,ஒரு பெண் கையை உயர்த்திக் கொண்டு நிற்கின்றார்.,0.2
2116,பெண் ஒருவர் கையை உயர்த்துகின்றார்,பெண் ஒருவர் கையை மேலே தூக்குகிறார்,1
2117,பெண் ஒருவர் கையை உயர்த்துகின்றார்,பெண்ணொருத்தி கையை உயர்த்திய வண்ணம் நிற்கிறாள்.,0.4
2118,பெண் ஒருவர் கையை உயர்த்துகின்றார்,இந்த பெண் ஏதோ கருத்து சொல்ல முயல்கிறார்.,0.8
2119,பெண் ஒருவர் கையை உயர்த்துகின்றார்,பெண் ஒருவர் கையை உயர்த்திய வண்ணம் உள்ளார்,0.4
2120,பெண் ஒருவர் கையை உயர்த்துகின்றார்,ஒரு பெண் கை உயர்துகிறார்.,1
2121,பெண் ஒருவர் கையை மேலே உயர்த்தியவாறு நிற்கிறார்,ஒரு பெண் கையை உயர்த்திக் கொண்டு நிற்கின்றார்.,1
2122,பெண் ஒருவர் கையை மேலே உயர்த்தியவாறு நிற்கிறார்,பெண் ஒருவர் கையை மேலே தூக்குகிறார்,0.4
2123,பெண் ஒருவர் கையை மேலே உயர்த்தியவாறு நிற்கிறார்,பெண்ணொருத்தி கையை உயர்த்திய வண்ணம் நிற்கிறாள்.,1
2124,பெண் ஒருவர் கையை மேலே உயர்த்தியவாறு நிற்கிறார்,இந்த பெண் ஏதோ கருத்து சொல்ல முயல்கிறார்.,0.4
2125,பெண் ஒருவர் கையை மேலே உயர்த்தியவாறு நிற்கிறார்,பெண் ஒருவர் கையை உயர்த்திய வண்ணம் உள்ளார்,1
2126,பெண் ஒருவர் கையை மேலே உயர்த்தியவாறு நிற்கிறார்,ஒரு பெண் கை உயர்துகிறார்.,0.6
2127,ஒரு பெண் கையை உயர்த்திக் கொண்டு நிற்கின்றார்.,பெண் ஒருவர் கையை மேலே தூக்குகிறார்,0.4
2128,ஒரு பெண் கையை உயர்த்திக் கொண்டு நிற்கின்றார்.,பெண்ணொருத்தி கையை உயர்த்திய வண்ணம் நிற்கிறாள்.,1
2129,ஒரு பெண் கையை உயர்த்திக் கொண்டு நிற்கின்றார்.,இந்த பெண் ஏதோ கருத்து சொல்ல முயல்கிறார்.,0.4
2130,ஒரு பெண் கையை உயர்த்திக் கொண்டு நிற்கின்றார்.,பெண் ஒருவர் கையை உயர்த்திய வண்ணம் உள்ளார்,1
2131,ஒரு பெண் கையை உயர்த்திக் கொண்டு நிற்கின்றார்.,ஒரு பெண் கை உயர்துகிறார்.,0.4
2132,பெண் ஒருவர் கையை மேலே தூக்குகிறார்,பெண்ணொருத்தி கையை உயர்த்திய வண்ணம் நிற்கிறாள்.,0.2
2133,பெண் ஒருவர் கையை மேலே தூக்குகிறார்,இந்த பெண் ஏதோ கருத்து சொல்ல முயல்கிறார்.,0.4
2134,பெண் ஒருவர் கையை மேலே தூக்குகிறார்,பெண் ஒருவர் கையை உயர்த்திய வண்ணம் உள்ளார்,0.2
2135,பெண் ஒருவர் கையை மேலே தூக்குகிறார்,ஒரு பெண் கை உயர்துகிறார்.,1
2136,பெண்ணொருத்தி கையை உயர்த்திய வண்ணம் நிற்கிறாள்.,இந்த பெண் ஏதோ கருத்து சொல்ல முயல்கிறார்.,0.4
2137,பெண்ணொருத்தி கையை உயர்த்திய வண்ணம் நிற்கிறாள்.,பெண் ஒருவர் கையை உயர்த்திய வண்ணம் உள்ளார்,1
2138,பெண்ணொருத்தி கையை உயர்த்திய வண்ணம் நிற்கிறாள்.,ஒரு பெண் கை உயர்துகிறார்.,0.2
2139,இந்த பெண் ஏதோ கருத்து சொல்ல முயல்கிறார்.,பெண் ஒருவர் கையை உயர்த்திய வண்ணம் உள்ளார்,0.4
2140,இந்த பெண் ஏதோ கருத்து சொல்ல முயல்கிறார்.,ஒரு பெண் கை உயர்துகிறார்.,0.4
2141,பெண் ஒருவர் கையை உயர்த்திய வண்ணம் உள்ளார்,ஒரு பெண் கை உயர்துகிறார்.,0.2
2142,ஒருவர் சைக்கிளில் சாஹசம் புரிகின்றார்,ஈருருளியில் வித்தை காட்டுகின்றார்,1
2143,ஒருவர் சைக்கிளில் சாஹசம் புரிகின்றார்,சைக்கிளில் ஒருவர் சாகசம் காட்டுகிறார்,1
2144,ஒருவர் சைக்கிளில் சாஹசம் புரிகின்றார்,ஒருவர் சைக்கிளை ஒற்றைச் சில்லில் சமநிலையில் வைத்திருக்கின்றார்.,0.8
2145,ஒருவர் சைக்கிளில் சாஹசம் புரிகின்றார்,ஒரு சில்லில் மிதிவண்டியை நிறுத்தி உள்ளார்,0.8
2146,ஒருவர் சைக்கிளில் சாஹசம் புரிகின்றார்,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் புரிகிறார்.,1
2147,ஒருவர் சைக்கிளில் சாஹசம் புரிகின்றார்,ஐந்து வினாடிகள் காத்திருந்தால் அண்ணன் சவாரியை முடித்துவிட்டு வருவான்.,0
2148,ஒருவர் சைக்கிளில் சாஹசம் புரிகின்றார்,மிதி வண்டி உடன் ஒருவர் சுவர் இல் நிறுத்தி சமநிலை படுத்தி நிறகிறார்,0.8
2149,ஒருவர் சைக்கிளில் சாஹசம் புரிகின்றார்,உந்துருளியில் ஒரு சாகசம்.,0
2150,ஈருருளியில் வித்தை காட்டுகின்றார்,சைக்கிளில் ஒருவர் சாகசம் காட்டுகிறார்,1
2151,ஈருருளியில் வித்தை காட்டுகின்றார்,ஒருவர் சைக்கிளை ஒற்றைச் சில்லில் சமநிலையில் வைத்திருக்கின்றார்.,0.8
2152,ஈருருளியில் வித்தை காட்டுகின்றார்,ஒரு சில்லில் மிதிவண்டியை நிறுத்தி உள்ளார்,0.8
2153,ஈருருளியில் வித்தை காட்டுகின்றார்,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் புரிகிறார்.,1
2154,ஈருருளியில் வித்தை காட்டுகின்றார்,ஐந்து வினாடிகள் காத்திருந்தால் அண்ணன் சவாரியை முடித்துவிட்டு வருவான்.,0
2155,ஈருருளியில் வித்தை காட்டுகின்றார்,மிதி வண்டி உடன் ஒருவர் சுவர் இல் நிறுத்தி சமநிலை படுத்தி நிறகிறார்,0.8
2156,ஈருருளியில் வித்தை காட்டுகின்றார்,உந்துருளியில் ஒரு சாகசம்.,0.2
2157,சைக்கிளில் ஒருவர் சாகசம் காட்டுகிறார்,ஒருவர் சைக்கிளை ஒற்றைச் சில்லில் சமநிலையில் வைத்திருக்கின்றார்.,0.8
2158,சைக்கிளில் ஒருவர் சாகசம் காட்டுகிறார்,ஒரு சில்லில் மிதிவண்டியை நிறுத்தி உள்ளார்,0.8
2159,சைக்கிளில் ஒருவர் சாகசம் காட்டுகிறார்,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் புரிகிறார்.,1
2160,சைக்கிளில் ஒருவர் சாகசம் காட்டுகிறார்,ஐந்து வினாடிகள் காத்திருந்தால் அண்ணன் சவாரியை முடித்துவிட்டு வருவான்.,0
2161,சைக்கிளில் ஒருவர் சாகசம் காட்டுகிறார்,மிதி வண்டி உடன் ஒருவர் சுவர் இல் நிறுத்தி சமநிலை படுத்தி நிறகிறார்,0.6
2162,சைக்கிளில் ஒருவர் சாகசம் காட்டுகிறார்,உந்துருளியில் ஒரு சாகசம்.,0
2163,ஒருவர் சைக்கிளை ஒற்றைச் சில்லில் சமநிலையில் வைத்திருக்கின்றார்.,ஒரு சில்லில் மிதிவண்டியை நிறுத்தி உள்ளார்,0.2
2164,ஒருவர் சைக்கிளை ஒற்றைச் சில்லில் சமநிலையில் வைத்திருக்கின்றார்.,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் புரிகிறார்.,0.8
2165,ஒருவர் சைக்கிளை ஒற்றைச் சில்லில் சமநிலையில் வைத்திருக்கின்றார்.,ஐந்து வினாடிகள் காத்திருந்தால் அண்ணன் சவாரியை முடித்துவிட்டு வருவான்.,0
2166,ஒருவர் சைக்கிளை ஒற்றைச் சில்லில் சமநிலையில் வைத்திருக்கின்றார்.,மிதி வண்டி உடன் ஒருவர் சுவர் இல் நிறுத்தி சமநிலை படுத்தி நிறகிறார்,0.6
2167,ஒருவர் சைக்கிளை ஒற்றைச் சில்லில் சமநிலையில் வைத்திருக்கின்றார்.,உந்துருளியில் ஒரு சாகசம்.,0
2168,ஒரு சில்லில் மிதிவண்டியை நிறுத்தி உள்ளார்,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் புரிகிறார்.,0.6
2169,ஒரு சில்லில் மிதிவண்டியை நிறுத்தி உள்ளார்,ஐந்து வினாடிகள் காத்திருந்தால் அண்ணன் சவாரியை முடித்துவிட்டு வருவான்.,0
2170,ஒரு சில்லில் மிதிவண்டியை நிறுத்தி உள்ளார்,மிதி வண்டி உடன் ஒருவர் சுவர் இல் நிறுத்தி சமநிலை படுத்தி நிறகிறார்,0.8
2171,ஒரு சில்லில் மிதிவண்டியை நிறுத்தி உள்ளார்,உந்துருளியில் ஒரு சாகசம்.,0
2172,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் புரிகிறார்.,ஐந்து வினாடிகள் காத்திருந்தால் அண்ணன் சவாரியை முடித்துவிட்டு வருவான்.,0
2173,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் புரிகிறார்.,மிதி வண்டி உடன் ஒருவர் சுவர் இல் நிறுத்தி சமநிலை படுத்தி நிறகிறார்,1
2174,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் புரிகிறார்.,உந்துருளியில் ஒரு சாகசம்.,0.4
2175,ஐந்து வினாடிகள் காத்திருந்தால் அண்ணன் சவாரியை முடித்துவிட்டு வருவான்.,மிதி வண்டி உடன் ஒருவர் சுவர் இல் நிறுத்தி சமநிலை படுத்தி நிறகிறார்,0.266666667
2176,ஐந்து வினாடிகள் காத்திருந்தால் அண்ணன் சவாரியை முடித்துவிட்டு வருவான்.,உந்துருளியில் ஒரு சாகசம்.,0.133333333
2177,மிதி வண்டி உடன் ஒருவர் சுவர் இல் நிறுத்தி சமநிலை படுத்தி நிறகிறார்,உந்துருளியில் ஒரு சாகசம்.,0.066666667
2178,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,0.4
2179,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றனர்,0.066666667
2180,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,கார் வேகமாக ஓடுகின்றது.,0.666666667
2181,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றனர்,0.333333333
2182,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,கார் வேகமாக ஓடுகின்றது.,0.4
2183,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றனர்,கார் வேகமாக ஓடுகின்றது.,0.466666667
2184,ஒருவர் மணலில் சறுக்கிக்கொண்டு செல்கின்றார்.,மணல்சறுக்கலில் வீரர் ஈடுபடுகிறார்,0.533333333
2185,ஒருவர் மணலில் சறுக்கிக்கொண்டு செல்கின்றார்.,மணல் சறுக்கு விளையாட்டில் ஈடுபடுகிறார்,0.666666667
2186,ஒருவர் மணலில் சறுக்கிக்கொண்டு செல்கின்றார்.,நபர் ஒருவர் மணலில் சறுக்கி விளையாடுகிறார்.,0.8
2187,மணல்சறுக்கலில் வீரர் ஈடுபடுகிறார்,மணல் சறுக்கு விளையாட்டில் ஈடுபடுகிறார்,0.933333333
2188,மணல்சறுக்கலில் வீரர் ஈடுபடுகிறார்,நபர் ஒருவர் மணலில் சறுக்கி விளையாடுகிறார்.,0.8
2189,மணல் சறுக்கு விளையாட்டில் ஈடுபடுகிறார்,நபர் ஒருவர் மணலில் சறுக்கி விளையாடுகிறார்.,1
2190,வீரர்கள் சிலர் கால்ப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்.,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,0.933333333
2191,வீரர்கள் சிலர் கால்ப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்.,பந்து காப்பாளர் பந்தை தடுக்கிறார்,0.466666667
2192,வீரர்கள் சிலர் கால்ப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்.,பந்தை வைத்து வீரர்கள் விளையாடுகின்றனர்.,0.6
2193,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,பந்து காப்பாளர் பந்தை தடுக்கிறார்,0.6
2194,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,பந்தை வைத்து வீரர்கள் விளையாடுகின்றனர்.,0.533333333
2195,பந்து காப்பாளர் பந்தை தடுக்கிறார்,பந்தை வைத்து வீரர்கள் விளையாடுகின்றனர்.,0.4
2196,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் வேகமாக வீதியில் செல்கிறார்.,மோட்டார் சைக்கிள் பந்தயத்தில் வீரர் ஈடுபடுகிறார்,0
2197,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் வேகமாக வீதியில் செல்கிறார்.,உந்துருளியில் வேகமாக பயணம் செய்கிறார்,0.2
2198,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் வேகமாக வீதியில் செல்கிறார்.,மோட்டார் சைக்கிள் வீரரொருவர் மோட்டார் சைக்கிளை வேகமாக வளைவில் திருப்புகின்றார்.,0.066666667
2199,மோட்டார் சைக்கிள் பந்தயத்தில் வீரர் ஈடுபடுகிறார்,உந்துருளியில் வேகமாக பயணம் செய்கிறார்,0.533333333
2200,மோட்டார் சைக்கிள் பந்தயத்தில் வீரர் ஈடுபடுகிறார்,மோட்டார் சைக்கிள் வீரரொருவர் மோட்டார் சைக்கிளை வேகமாக வளைவில் திருப்புகின்றார்.,0.6
2201,உந்துருளியில் வேகமாக பயணம் செய்கிறார்,மோட்டார் சைக்கிள் வீரரொருவர் மோட்டார் சைக்கிளை வேகமாக வளைவில் திருப்புகின்றார்.,0.333333333
2202,டென்னிஸ் வீராங்கனை ஒருவர் டென்னிஸ் பந்தை அடிக்கின்றார்.,வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,0.333333333
2203,டென்னிஸ் வீராங்கனை ஒருவர் டென்னிஸ் பந்தை அடிக்கின்றார்.,பெண் ஒருவர் வலைப்பந்தாட்டம் விளையாடுகிறார்,0
2204,டென்னிஸ் வீராங்கனை ஒருவர் டென்னிஸ் பந்தை அடிக்கின்றார்.,டென்னிஸ் வீராங்கனை பந்தை வேகமாக அடிக்கிறார்.,0.866666667
2205,வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,பெண் ஒருவர் வலைப்பந்தாட்டம் விளையாடுகிறார்,0.4
2206,வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,டென்னிஸ் வீராங்கனை பந்தை வேகமாக அடிக்கிறார்.,0.733333333
2207,பெண் ஒருவர் வலைப்பந்தாட்டம் விளையாடுகிறார்,டென்னிஸ் வீராங்கனை பந்தை வேகமாக அடிக்கிறார்.,0.266666667
2208,ரக்பி வீரரெருவருர் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றார்.,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,0.533333333
2209,ரக்பி வீரரெருவருர் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றார்.,விளையாட்டில் வீர்ர்கள் ஈடுபடுகின்றனர்,0.666666667
2210,ரக்பி வீரரெருவருர் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றார்.,வீரரொருவர் விளையாட்டின் போது இன்னொரு வீரரின் மேல் பாய்கின்றார்.,0.466666667
2211,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,விளையாட்டில் வீர்ர்கள் ஈடுபடுகின்றனர்,0.4
2212,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,வீரரொருவர் விளையாட்டின் போது இன்னொரு வீரரின் மேல் பாய்கின்றார்.,0.533333333
2213,விளையாட்டில் வீர்ர்கள் ஈடுபடுகின்றனர்,வீரரொருவர் விளையாட்டின் போது இன்னொரு வீரரின் மேல் பாய்கின்றார்.,0.466666667
2214,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் சாகசம் செய்கின்றார்.,மோட்டார் சைக்கிளில் வீரர் சாகசம் செய்கிறார்,0.666666667
2215,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் சாகசம் செய்கின்றார்.,உந்துருளி சாகசம் ஒருவர் செய்கிறார்,0.533333333
2216,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் சாகசம் செய்கின்றார்.,மோட்டார் சைக்கிளில் வீரர் சாகசம் காட்டுகின்றார்.,0.533333333
2217,மோட்டார் சைக்கிளில் வீரர் சாகசம் செய்கிறார்,உந்துருளி சாகசம் ஒருவர் செய்கிறார்,0.8
2218,மோட்டார் சைக்கிளில் வீரர் சாகசம் செய்கிறார்,மோட்டார் சைக்கிளில் வீரர் சாகசம் காட்டுகின்றார்.,1
2219,உந்துருளி சாகசம் ஒருவர் செய்கிறார்,மோட்டார் சைக்கிளில் வீரர் சாகசம் காட்டுகின்றார்.,0.666666667
2220,நாய் ஒன்று மரத்தில் ஏதோ ஒன்றைப் பார்த்து பாய்ந்து குரைக்கின்றது.,நாய் ஒன்று மேல் எம்புகிறது,0.6
2221,நாய் ஒன்று மரத்தில் ஏதோ ஒன்றைப் பார்த்து பாய்ந்து குரைக்கின்றது.,நாய் ஒன்று துள்ளிப் பாய்கிறது,0.6
2222,நாய் ஒன்று மரத்தில் ஏதோ ஒன்றைப் பார்த்து பாய்ந்து குரைக்கின்றது.,நாய் இரு கால்களில் நின்று எம்பி விளையாடுகின்றது.,0.333333333
2223,நாய் ஒன்று மேல் எம்புகிறது,நாய் ஒன்று துள்ளிப் பாய்கிறது,0.533333333
2224,நாய் ஒன்று மேல் எம்புகிறது,நாய் இரு கால்களில் நின்று எம்பி விளையாடுகின்றது.,0.666666667
2225,நாய் ஒன்று துள்ளிப் பாய்கிறது,நாய் இரு கால்களில் நின்று எம்பி விளையாடுகின்றது.,0.6
2226,காயமடைந்த ரக்பி வீரரொருவருக்கு மற்றொரு வீரர் உதவுகின்றார்.,எல்லே போட்டியில் வீரர்கள் ஈடுபடுகின்றனர்,0
2227,காயமடைந்த ரக்பி வீரரொருவருக்கு மற்றொரு வீரர் உதவுகின்றார்.,வீர்ர் ஒருவர் சக வீர்ருக்கு உதவி செய்கிறார்,0.6
2228,காயமடைந்த ரக்பி வீரரொருவருக்கு மற்றொரு வீரர் உதவுகின்றார்.,வீரர் தனது இருப்பிடத்திற்கு சறுக்கி செல்கின்றார்.,0
2229,எல்லே போட்டியில் வீரர்கள் ஈடுபடுகின்றனர்,வீர்ர் ஒருவர் சக வீர்ருக்கு உதவி செய்கிறார்,0.333333333
2230,எல்லே போட்டியில் வீரர்கள் ஈடுபடுகின்றனர்,வீரர் தனது இருப்பிடத்திற்கு சறுக்கி செல்கின்றார்.,0.133333333
2231,வீர்ர் ஒருவர் சக வீர்ருக்கு உதவி செய்கிறார்,வீரர் தனது இருப்பிடத்திற்கு சறுக்கி செல்கின்றார்.,0.066666667
2232,வீரரொருவர் மிதிவண்டியில் மேலுயர்ந்து சாகசம் புரிகின்றார்.,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,0.733333333
2233,வீரரொருவர் மிதிவண்டியில் மேலுயர்ந்து சாகசம் புரிகின்றார்.,மிதிவண்டியில் பெண் ஒருவர் சாகசம் செய்கிறார்,0.533333333
2234,வீரரொருவர் மிதிவண்டியில் மேலுயர்ந்து சாகசம் புரிகின்றார்.,வீரர் நாடு வானில் சைக்கிளுடன் பறக்கிறார்.,0.466666667
2235,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,மிதிவண்டியில் பெண் ஒருவர் சாகசம் செய்கிறார்,0.533333333
2236,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,வீரர் நாடு வானில் சைக்கிளுடன் பறக்கிறார்.,0.466666667
2237,மிதிவண்டியில் பெண் ஒருவர் சாகசம் செய்கிறார்,வீரர் நாடு வானில் சைக்கிளுடன் பறக்கிறார்.,0.4
2238,வீராங்கனைகள் இருவர் கைப்பந்து விளையாட்டில் ஈடுபடுகின்றனர்.,பெண்கள் கடற்கரை கரைப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்,0.666666667
2239,வீராங்கனைகள் இருவர் கைப்பந்து விளையாட்டில் ஈடுபடுகின்றனர்.,இரு பெண்கள் வலைப்பந்தாட்டம் ஆடுகின்றனர்,0.266666667
2240,வீராங்கனைகள் இருவர் கைப்பந்து விளையாட்டில் ஈடுபடுகின்றனர்.,இரு பெண் வீரர்கள் கரப்பந்தாட்டத்தில் ஈடுபட்டுள்ளனர்.,1
2241,பெண்கள் கடற்கரை கரைப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்,இரு பெண்கள் வலைப்பந்தாட்டம் ஆடுகின்றனர்,0.4
2242,பெண்கள் கடற்கரை கரைப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்,இரு பெண் வீரர்கள் கரப்பந்தாட்டத்தில் ஈடுபட்டுள்ளனர்.,0.533333333
2243,இரு பெண்கள் வலைப்பந்தாட்டம் ஆடுகின்றனர்,இரு பெண் வீரர்கள் கரப்பந்தாட்டத்தில் ஈடுபட்டுள்ளனர்.,0
2244,வீரரொருவர் மிதிவண்டியுடன் வானில் பறந்து சாகசம் புரிகின்றார்.,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,0.866666667
2245,வீரரொருவர் மிதிவண்டியுடன் வானில் பறந்து சாகசம் புரிகின்றார்.,மலையிலிருந்து மிதிவண்டியுடன் ஒருவர் பாய்கின்றார்,0.466666667
2246,வீரரொருவர் மிதிவண்டியுடன் வானில் பறந்து சாகசம் புரிகின்றார்.,சைக்கிளோட்டி சைக்கிளுடன் நாடு வானில் பறக்கின்றார்.,0.533333333
2247,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,மலையிலிருந்து மிதிவண்டியுடன் ஒருவர் பாய்கின்றார்,0.733333333
2248,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,சைக்கிளோட்டி சைக்கிளுடன் நாடு வானில் பறக்கின்றார்.,0.6
2249,மலையிலிருந்து மிதிவண்டியுடன் ஒருவர் பாய்கின்றார்,சைக்கிளோட்டி சைக்கிளுடன் நாடு வானில் பறக்கின்றார்.,0.666666667
2250,வீரரொருவர் மிதிவண்டியுடன் சாகசம் புரிகின்றார்.,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,1
2251,வீரரொருவர் மிதிவண்டியுடன் சாகசம் புரிகின்றார்.,நீண்ட வீதீயூடாக ஒருவர் பயணிக்கிறார்,0.066666667
2252,வீரரொருவர் மிதிவண்டியுடன் சாகசம் புரிகின்றார்.,சைக்கிள் ஓட்டப்போட்டியில் சைக்கிளோட்டி வேகமாக ஓடி செல்கின்றார்.,0
2253,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,நீண்ட வீதீயூடாக ஒருவர் பயணிக்கிறார்,0.133333333
2254,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,சைக்கிள் ஓட்டப்போட்டியில் சைக்கிளோட்டி வேகமாக ஓடி செல்கின்றார்.,0
2255,நீண்ட வீதீயூடாக ஒருவர் பயணிக்கிறார்,சைக்கிள் ஓட்டப்போட்டியில் சைக்கிளோட்டி வேகமாக ஓடி செல்கின்றார்.,0.6
2256,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,0.733333333
2257,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றார்கள்,0.133333333
2258,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,ஓடு பாதையில் கார் சறுக்கி செல்கின்றது.,0.466666667
2259,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றார்கள்,0.066666667
2260,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,ஓடு பாதையில் கார் சறுக்கி செல்கின்றது.,0.066666667
2261,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றார்கள்,ஓடு பாதையில் கார் சறுக்கி செல்கின்றது.,0.4
2262,ரக்பி வீரர்கள் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றனர்.,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,0.533333333
2263,ரக்பி வீரர்கள் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றனர்.,பந்தைப் பிடிப்பதற்காக அணியினர் போராடுகின்றனர்,0.866666667
2264,ரக்பி வீரர்கள் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றனர்.,வீரர்கள் பந்தை பிடிக்க பாய்கின்றனர்.,0.666666667
2265,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,பந்தைப் பிடிப்பதற்காக அணியினர் போராடுகின்றனர்,0.6
2266,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,வீரர்கள் பந்தை பிடிக்க பாய்கின்றனர்.,0.6
2267,பந்தைப் பிடிப்பதற்காக அணியினர் போராடுகின்றனர்,வீரர்கள் பந்தை பிடிக்க பாய்கின்றனர்.,0.733333333
2268,ரக்பி வீரர்கள் மிகவும் ஆக்ரோஷமாக விளையாட்டில் ஈடுபடுகின்றனர்.,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,0.6
2269,ரக்பி வீரர்கள் மிகவும் ஆக்ரோஷமாக விளையாட்டில் ஈடுபடுகின்றனர்.,பந்துக்காக அணியினர் போராடுகின்றனர்,0.466666667
2270,ரக்பி வீரர்கள் மிகவும் ஆக்ரோஷமாக விளையாட்டில் ஈடுபடுகின்றனர்.,வீரர் பந்தை எல்லைக்கோட்டிட்குள் கொண்டு செல்ல முட்படுகின்றார்.,0.466666667
2271,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,பந்துக்காக அணியினர் போராடுகின்றனர்,0.4
